Title,Storyline
The Old Baraboo Inn,"Known as a frequent stop for Al Capone and his outfit, the old Baraboo Inn has become synonymous with gangsters, girls, and ghosts. Owned and operated by B.C. Farr until his death, the old inn is now owned by B.C.'s sister Shelly who continues his legacy of inviting patrons to interact with the spirits who call this bar home. Join paranormal investigators Larry Eissler III and Nikki Wilson as they speak with the spirits of Capone's Baraboo Inn."
The Peanut Man,"Torn between his love for Sarah and his mission to save farmlands, George Washington Carver risks losing everything over his work. Facing racism and doubt, Carver works to unlock the secrets of the peanut that could transform agriculture."
The Queen of Akra,N/A
The Return,"After 20 years Odysseus finally returns to Ithaca, where he finds his wife held prisoner by suitors vying to be king and his son facing death at their hands. To win back his family and all he has lost, Odysseus must rediscover his strength."
The Shadow,"Juhan Liiv, a struggling poet and an unlikely detective suffering from the early stages of schizophrenia, solves gruesome murder cases in Estonia in the 1890s under the shadow of the tyrannical Russian Empire."
The Six Triple Eight,"During World War II, 855 women joined the fight to fix the three-year backlog of undelivered mail. Faced with discrimination and a country devastated by war, they managed to sort more than 17 million pieces of mail ahead of time."
The Storm,"Theatrical play based on M. Khvylovyi's famous short story ""Ya (Romantyka)"", The drama tells the story of a family from Donetsk region, through the prism of which the ethnic tragedy of the Ukrainians of the East is shown."
The Volunteers: The Battle of Life and Death,"It tells the story of the third to fifth battles in the War to Resist U.S. Aggression and Aid Korea, among which Battle of Cheorwon will be the highlight. Li Xiang , Fu Chongbi, Cai Changyuan from 63rd Army and others will come on Stage."
The Way of Internal Strength,N/A
The Word,"""The Word"" is a movie following Alik, a veteran haunted by the ghosts of his past, as he navigates the rugged landscapes of Karabakh, in a journey where friendship, historical revelations, and soul-searching, have a transformative power to finding peace within."
The Words Women Spoke One Day,"1962, at the end of the Algerian War, Algerian independence activists are released from Rennes prison. For one night, filmmaker Yann Le Masson films them. They tell him their vision for the future of Algeria and the place women must occupy in the new society to be built. Fifty years later, with the soundtrack missing, Raphaël Pillosio sets out to find these women. Two deaf people set about lip-reading the women filmed by Yann Le Masson, revealing snatches of sentences, words cut short by the camera's shifts. An investigative film in which the few activists still alive discover their old testimonies and tell us their silent story. The reconstruction of the lost soundtrack will remain in suspense; no happy ending will come to absorb the absence, to cancel the ferocious operation of time. An essay film about cinema that depicts their disappearance, and forever keeps them alive."
Theodor,"The Israeli Opera proudly presents ""Theodor,"" an inspiring and visually captivating opera that delves into the life and origin story of Theodor Herzl, the visionary behind the modern State of Israel. Depicting how Herzl's experiences with rising antisemitism in Europe compelled him to recognize the necessity of a Jewish state, leading to the founding of the Zionist movement. Composed by Yonatan Cnaan and directed by Ido Ricklin , this opera masterfully blends music, theater, and stunning visual elements to portray Herzl's relentless quest for a Jewish belongingness."
This Is Not A Lost Film by Khavn,"This Is Not A Lost Film By Khavn is a surrealist homage to early silent cinema, blending Filipino history with dreamlike narratives. Khavn pays tribute to the works of Salome Exelsio, the first female proto-surrealist filmmaker."
This Is the Goat!,"France, 1640. Lawyer Maitre Pompignac has never won a case: all his clients are dead, either drawn and quartered, impaled or scalded... One day, a young woman comes to him and asks him to defend an innocent girl: 11-year-old Roxane, wrongly accused of killing a Marshal of France. Pompignac accepts, without realising that Roxane is in fact not an 11-year-old child, but a goat."
Titanus 1904,"The history of Titanus, the greatest and oldest Italian movie studio, founded by Gustavo Lombardo in Naples in 1904."
Toque de Queda,"When The Shining Path declared war on the Peruvian state, two journalists went on a journey to uncover the truth."
Triumf,"This is an inspiring story about willpower and perseverance, demonstrating that no obstacles can stop a person on the path to achieving their goals, especially if they are surrounded by the support of friends and a mentor. Based on real events of 1976, the film ""Triumph"" tells the story of the ascent to Olympus of Yakut wrestlers - Roman Dmitriev, Pavel Pinigin and Aleksandr Ivanov, whose names thundered throughout the world. Their path to success is inextricably linked with the personality of the outstanding coach Dmitriy Korkin - a legendary man, a born teacher, innovator and educator. Korkin's name is forever inscribed in the history of the origin and triumphant development of freestyle wrestling in Yakutia."
"True Chronicles of the Blida Joinville Psychiatric Hospital in the Last Century, when Dr Frantz Fanon Was Head of the Fifth Ward between 1953 and 1956",The influential politician and activist Frantz Fanon works as a psychiatrist in Algeria between 1953-1956. He pioneers new social therapies to treat the psychological effects of racism during the decolonization movement.
"Twin Falls, 2001-2024",A man with a super 8mm camera reacts to the news of the attack on the Twin Towers by filming everything around him.
Ugly Bird,"Experience the gripping aftermath of Yemi's inadvertent killing of the vulture as the community plunges into turmoil. Surrounded by cries for retribution and calls for fairness, Yemi becomes ensnared in a perilous labyrinth."
Ukku Satyagraham,"UkkuSatyagraham portrays the Struggles and sacrifice of workers and the local community during the 900-day-long protest against the privatization of the Visakhapatnam Steel plant decade ago,Showcasing the dedication and unity of the people"
Um Tempo de Todos,N/A
Un paese ci vuole,"Documentary that originated from the book Un paese by Cesare Zavattini and Paul Stand, published in 1955. Years later, we are shown the current situation of Luzzara and the Po River."
Un temps retrouvé,N/A
Unfrosted,"In 1963 Michigan, business rivals Kellogg's and Post compete to create a cake that could change breakfast forever."
Unsinkable,Award-winning film about the political intrigue and drama during the inquiry and investigation into the sinking of Titanic.
Uprising,"In the Joseon Dynasty, two friends who grew up together, one the master and one the servant, reunite post-war as enemies on opposing sides."
Vermiglio,"1944, Vermiglio, a remote mountain village. The arrival of Pietro, a deserter, into the family of the local teacher, and his love for the teacher's eldest daughter, will change the course of everyone's life."
Vernye,"In March 1917, Tsar Nicholas II abdicated the throne. Forty-three people voluntarily followed him into exile. Among them, there was not a single relative of the Tsar and Tsarina, not a single close friend of the sovereign."
Village of Death: Oradour-sur-Glane 1944,"On June 10, 1944, a German SS division arrived in the French village of Oradour-sur-Glane and massacred 643 innocent civilians."
Vindication Swim,"The inspirational story of Mercedes Gleitze, the first British woman to swim the English Channel and her battle against both the cold waters of the Channel and the oppressive society of 1920s England."
Vola Colomba - Trieste 1954,N/A
Vremya vernutsya,"June 1944. The outskirts of Orsha. Ivan Raikov's partisan group is sent on reconnaissance. But it is complicated by the appearance of a hunting team, whose main task is to clean up partisan activity in the region."
Warrior Awang and Master Tok Gajah,"In the late 19th century, a highly skilled Malay swordsman fights to protect two politicians with pivotal roles in the struggle against colonial rule."
Waves,A compromising record can change history.
Who Killed Lawrence of Arabia?,Documentary investigating the crash on 13th May 1935 which resulted in the death of T.E. Lawrence (Lawrence of Arabia) six days later.
Wieland,"The first adaptation of American novel Wieland. and the inspiration for Mary Shelley's Frankenstein. Religious fanaticism, schizophrenia, supernatural powers and repressed sexual desire combine into a deadly family drama."
Wilhelm Gustloff,A group of refugees escape from Poland to get away from war.
William Tell,"The narrative unfolds in the 14th Century amidst the days of the Holy Roman Empire where Europe's nations fiercely vie for supremacy and the ambitious Austrians, desiring more land, encroach upon Switzerland, a serene and pastoral nation."
Witch,"Small town, England. 1575. William embarks on a journey to prove the innocence of his wife, Twyla, falsely accused of being a witch and will be put to death if found guilty. William must hunt down the real witch, to save Twyla from death."
Witches,"Examines the relationship between cinematic portrayals of witches and postpartum depression, utilizing film history footage alongside personal testimony."
Witness to Revolution: One Doctor's Story of the Xinhai Revolution,"A documentary film detailing the life of Dr. Edgar T. Shields, a medical missionary from the Midwest who dedicates his life to being a medical missionary. During his work in 1911 China, he becomes caught in the world-changing Xinhai Revolution."
Xun zhao tang de zhang,N/A
Yakamoz,"An exchanged Turkish fisherman finds himself in the middle of Anatolia. While starting a new life here, he will share their home with the Greek family for a while."
Yatra 2,"The life of the former Chief Minister of Andhra Pradesh, the late YS Rajasekhara Reddy."
You Are Always Right Here,"YOU ARE ALWAYS RIGHT HERE is an emotional picture that follows Eve, a young black woman navigating the 2020 pandemic ."
Zeitgeist: Requiem,"Peter Joseph explorers the fundamental incompatibility of our economy and the culture it has created with our future survival as a species, while posing solutions based on system's science/cybernetics. This film will be released in 2026."
"Zeme, kas dzied",Historical drama about history of Latvia and choir's singing tradition.
Zhambyl: New Era,N/A
Zhi Ci Qing Lv,"A modern cultural relic researcher devoted himself to studying ""A Thousand Miles of Rivers and Mountains"" when it was to be exhibited. He traveled through time and space into the heart of Ximeng, a young painter in Northern Song Dynasty."
Zle smierci,N/A
¿De qué casa eres?,"""Where do you call home?"" was the question faced by nearly 3,000 Spanish children exiled in the Soviet Union during the Spanish Civil War (1936-1939). This film tells the story of one of them, Angelita Perez, who lived in Russian boarding schools from ages 4 to 24 until completing her medical studies in Moscow. It is a tale of resilience, love, and identity, intertwining past and present, history and memory. It also explores the bond between a mother and daughter - the director and her mother - through shared songs and stories. Revisiting Angelita's journey is both a tribute to her strength and a declaration of love."
À Mesa da Unidade Popular,N/A
"À l'école de l'universel: Germaine Le Goff, l'histoire d'une pionnière","The story of a pioneer, Germaine Le Goff (1891-1986). After World War I, the Breton teacher left Douarnenez for adventure, with a journey that led her to Senegal. In 1938, she founded and directed a teacher training college in Rufisque, near Dakar, the first for primary school teachers in Africa."
