Title,Storyline
My Only Relative.,"Frank is a working class dreamer, set to have his whole world turned upside down. His only relative has left him a stash of 28 gold bars hidden in plain sight. Follow his roller coaster adventure as he struggles to reach his destiny."
My Penguin Friend,"Inspired by a true story; an enchanting adventure about a lost penguin rescued from an oil spill, who transforms the life of a heartbroken fisherman. They soon become unlikely friends, so bonded that even the vast ocean cannot divide them."
My Redneck Neighbor: Chapter 1 - The Rednecks Are Coming,Crazy Asians collide with a bunch of Insane Rednecks who move into an Hollywood Hillside to set up
My Redneck Neighbor: Chapter 2 - Let the Games Begin,"Crazy Asians and Redneck clans escalate their Pranks to a point of no return when Cat tries to boil Reddick's Pet Gerbil, in retaliation, the Reddicks roast Cat's chicken for lunch, lead to an all out War,Winner takes all Redneck Games"
My World 2,N/A
Mystic Odyssey,"Salman, a curious teenager, accidentally ventures into a parallel world filled with wonders and perils. To save both realms, he must unlock hidden powers, face formidable foes, and navigate the echoes of his own fears"
NJPW SMP: The Movie,NJ and Friends have to defend NJPW SMP City from Unknown and his soldiers.
Naa Saami Ranga,The lives of two brothers from a humble background in a village get wrecked by evil-minded people from an affluent family. Can the protagonist overcome the complicated scenarios and lead a happy life with his loved ones?
Nanoshark,"Scientists use nanotechnology to shrink a shark, which is injected into a person to cure a rare blood disorder. When the shark does more harm than good, a team of adventurers enters the bloodstream to kill the smallest shark ever."
Nature Cat's Nature Movie Special Extraordinaire,"Nature Cat and his pals realize they've come to the end of their Nature Curiosity List. Meanwhile, Sir. Galahad gives himself the title of King and moves into a barren castle and steals pieces of nature to make his castle look more beautiful."
Ne odna doma,"5th grade student Masha Kametova learns that she will be left at home alone for several days because her parents are leaving on an urgent business trip. A nanny was called to look after Masha, who was found through a fashionable online service. However, who would have guessed that a professional nanny had an insidious plan? As soon as Masha realizes this, she decides to use modern gadgets to bring the criminal to light and show her who is boss in the smart home."
Never Look Away,"CNN camerawoman Margaret Moth fearlessly captures footage of war zones. A Sundance premiere featuring Christiane Amanpour, directed by Lucy Lawless."
New Day,"The Gang is in grave danger. A group with the sole agenda to ""Hang the Gang"" will stop at nothing until they complete their mission. Now the Gang must go back in time and alter their history to stop Hang the Gang, before it's too late."
Next to Us,"Former classmates were planned to participate in reality show, but on the road to location were attacked by a group of terrorists and left in the wilderness in a completely unknown and mysterious area."
Ngesot,A sole breadwinner sort to desperate measures to survive jungle ordeals and mysterious supernatural encounters after going missing from radar while driving back home one late night. His co-driver friend is nowhere to be found.
Night of the Zoopocalypse,A wolf and mountain lion team up when a meteor unleashes a virus turning zoo animals into zombies. They join forces with other survivors to rescue the zoo and stop the deranged mutant leader from spreading the virus.
Nijari,"During the pastor's murder case, four ghosts enter the body of church member Na-yeong, and Tae-yeong, a suspect in the case, commits suicide."
Niko: Beyond the Northern Lights,Niko is a flying reindeer boy whose biggest dream is to become a member of Santa's flying forces. But instead he loses Santa's sleigh and during pursuit to get it back he learns the importance of friendship and doing things your own way.
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,N/A
No Chains No Masters,"Massamba and his daughter Mati, slaves on Eugène Larcenet's plantation, hatch a daring plan to escape slavery, braving numerous obstacles in their pursuit of freedom."
No More Trouble - Cosa rimane di una tempesta,"25 years have passed since Andrea Romanelli, a yacht designer and sailor, disappeared at sea: he was attempting, with Giovanni Soldini, the record in the Atlantic crossing. His son Tommaso was 4 years old and now, as a filmmaker, he faces a journey through memory to discover who his father was."
No Time to Spy: A Loud House Movie,"Lincoln and the Louds are ecstatic to welcome their new Gran-Gran, Myrtle, into the family with a tropical wedding celebration, but the festivities are cut short when an old nemesis from Myrtle's secret agent past appears on the island."
No Way Up,Characters from different backgrounds are thrown together when the plane they're travelling on crashes into the Pacific Ocean. A nightmare fight for survival ensues with the air supply running out and dangers creeping in from all sides.
Noah's Ark,Tom and Vini are two bohemian mice who stow away on Noah's Ark. They must use their musical talents to enter a competition and help maintain peace among the animals.
Non succederà più,N/A
Nothing Unusual,"In Japan, Rokurokubi are known to be like Vampires. They're known to be dangerous Yokai for committing horrible deeds. Except for one. Asumi Mayako -- Born a Rokurokubi, now lives a normal life with Karita Dere. Twelve years have passed since Asumi was found in the trash can, and things have been a little complex since Karita and her family decided to adopt Asumi. Asumi still feels worried about what would happen If people found out she's a rokurokubi. However, things get complicated when Asumi's mother, Khayme Mayako is slowly crawling back into her life. Not just that - Asumi's worries and nightmares become a reality as a reunion between Yokai and humans has begun. Experience an animated trip starring a Rokurokubi with a heart of gold."
Novogodniy ekspress,"Military doctor Vitya secretly boards a train without a ticket to get to his family and spend the New Year with his wife and son. However, the strict train conductor follows the rules even on the most magical holiday of the year and tries with all his might to catch the violator and throw him off the train. Vitya is helped by a kind conductor who believes that everyone has the right to a miracle on New Year's."
Novyy god v Beryozovke,About how a family goes to celebrate the New Year in a place where there is no Internet.
Now or Never!,"On March 15, 1848, a young firebrand poet, Sándor Petöfi ignites the Hungarian Revolution with his passionate 'National Song', prompting the Austrians to dispatch a ruthless secret agent to assassinate him and suppress the uprising."
Oculus,"Zia Lainey, shattered by the loss of her son, awakens inside the afterlife of the Oculus, transforming her into Zylah, Leader of the Suits. As she navigates this enigmatic realm, Zylah grapples with her new-found identity and revenge to hold those who are responsible. All while seeking solace and understanding for her own grief."
Oda: Vlucht door de Eeuwen,"On the run from the year 700, Oda finds shelter in a Dutch village. Blind resident Hilde is asked by Oda for help. When they embark on their adventure together, Hilde soon finds out that this will change her life forever."
Ognivo,"In a fairy-tale kingdom, a soldier on his way home accidentally finds a magic flint and frees the little girl Dasha, who was kidnapped and bewitched by the evil Likhodey, who was locked in it. To dispel his spell, the soldier will have to go on a dangerous journey."
Okhota na russkogo geniya,"In one of the ordinary Moscow schools, a gifted chemistry teacher, Igor Sarochkin, works honestly. As a result of several years of hard work, he manages to invent a unique substance, thanks to which it is possible to determine the fate of a person and his innate inclinations towards noble deeds or criminal acts. American intelligence services send to the scientist his former classmate Vorofeev, who has lived in the United States for a long time and works for the CIA. The traitor manages to steal a sample of the substance from Sarochkin's laboratory. However, no one will be able to use the sample without the secret formula that the chemist keeps in his head. To protect the brilliant scientist and give him the opportunity to implement his project, the FSB general develops a cunning plan. FSB Major Darya Timofeeva will have to get closer to Igor, using the legend of the scientist's first love, whom he has not seen for seventeen years."
Old Wild Mob,"Michael, a retired mafia broker enjoying a quiet life in a remote Italian village, is forced to return to the ruthless world of the Old Wild West when his family becomes a target. With a score to settle, he must confront his vengeful past and ensure his family's survival against the backdrop of the unforgiving American frontier."
Once upon a bridge in Vietnam,"Following the death of his Vietnamese grandmother, a young French music reporter decides to discover Vietnam through investigations into classical music and get enrolled in an epic journey."
One Day the Movie,N/A
One Million Babes BC,"It is the 3rd setting of the bright orange orb in the sky. Ogg, the leader of a wildly band of prehistoric people have chosen Nila to be sacrificed in order to appease sky Gods."
One in a million chance,"Artist after parting with girlfriend he started drinking, having sex with prostitutes and random women. Finally, he wanted to change. Robert falls into the hole - asked the God if he could have another chance at life?"
Operation Blood Hunt,"The Reverend, accompanies a ragtag group of military rejects to a remote South Pacific Island to investigate the disappearance of Marine units said to be at the hands of the Japanese Imperial Army."
Operation Wakaliga: Fate and Blood,"The Ugandan tiger mafia kidnaps the son of prime minster of Israel. In order to rescue him, the State of Israel sends a pair of special commando fighters to Uganda, whose partnership was broken up by a bitter conflict in the past."
Operation: Raqqa,"In 2014, on the streets of Raqa, an international spy Haibala (aka El Saharawi) tries to hunt down El Jordano, one of the most wanted ISIS leaders."
Orango,"Eny, a painter in Berlin, and his sister Titina, embark on a journey through West Africa after 17 years of exile from Guinea-Bissau, they find themselves on a soulful adventure through memory, loss, and the land that shaped them."
Orion and the Dark,"A boy with an active imagination faces his fears on an unforgettable journey through the night with his new friend: a giant, smiling creature named Dark."
Oro Negro,"Ramiro meets Damián again after years without seeing each other. Damián always has some shady business going on. This time he wants to go in a search of a certain treasure hidden in an abandoned convent. Lara, Ramiro's girlfriend, doesn't trust Damián and decides to accompany them. What they don't know is that taking that thing from there could unleash a course that will haunt them forever, unless they return it just as they found it."
Oscar Wilde About America,Oscar Wilde retraces his 1882 American tour as a present day cross-country roadtrip.
Overlord: The Sacred Kingdom,"Momonga, now known as the Sorcerer King Ains Ooal Gown, rallies the Sorcerer Kingdom and its undead army to join the fight alongside the Sacred Kingdom and the Slane Theocracy in hopes to defeat the Demon Emperor Jaldabaoth."
Oyunda Kal: Eglence Arenasi,N/A
PW V: Tears of the Fallen,"The leader of uprising decides to instigate a rebellion that will destroy the empire. While battling the enemy forces, he becomes acquainted with the issues faced by ordinary people living in times of bad tyranny."
Paddington in Peru,"Paddington returns to Peru to visit his beloved Aunt Lucy, who now resides at the Home for Retired Bears. With the Brown family in tow, a thrilling adventure ensues when a mystery plunges them into an unexpected journey."
Panda Bear in Africa,"A panda travels from China to Africa, facing hippos, hyenas, gorillas. He rescues his kidnapped dragon friend, makes new friends, and protects their jungle home."
Passage,"Follow Arkansan Adam Riley and Canadian Matty Clarke who attempt to cross the Northwest Passage, a 2,200-mile sea route over the top of Canada, aboard handmade rowboats. The friends face harsh environments, pushing their equipment, bodies and spirits to their very limits. Their story is a harrowing example of perseverance in the face of insurmountable odds."
Penelope & Everly's Holiday Adventure,"Penelope, Everly, and the town of Slacker's Bay are celebrating the holiday season. With new first responders, a new fire station, surprise guests, new friends, and a few fresh new looks for some familiar faces, and more, it's a Christmas season like never before."
Permafrost,"In a collapsed frozen world, factions fight for power. A lone bounty hunter at the center of it all saves a little girl who helps him find redemption from his past."
Peter Brook's the Mahabharata (8K),"The Mahabharata unfolds in an ancient time in India, then known as Bharatavarsha. Two groups of cousins from the same royal family, the Pandavas and the Kauravas, vie for control of the Kingdom. Although descended from two brothers who live in peace, Dhritarashtra and Pandu, the cousins' rivalry leads to death and destruction and jeopardizes the very fabric of the universe. Born blind, Dhritarashtra, the elder brother, sits on the throne. His sons, the Kauravas, led by the ambitious and envious Duryodhana, seek to maintain their hold on power. In contrast, Pandu's sons, the Pandavas, led by the righteous Yudhishthira, seek to claim what they believe is rightfully theirs, and nothing more. The conflict between the two families intensifies over time, fuelled by jealousy, greed, and betrayal. The story weaves through a rich tapestry of events, including an infamous game of dice in which Yudhishthira loses his kingdom and freedom. The Pandavas find themselves in exile until their eventual return to fight and reclaim what is rightfully theirs. After years of tension and conflict, the only possible resolution is a battle of epic proportions, in which warriors of unparalleled strength destroy each other in a clash over the fate of the kingdom. Led by the noble Arjuna and guided by the divine Krishna, the Pandavas face off against their cousins, teachers, and friends on the battlefield. The war is not merely a clash of armies but a moral and philosophical struggle, testing in each person the principles of righteousness and duty. In the end, the Pandavas emerge victorious, but victory comes at a heavy price. The war leaves behind a trail of destruction and loss, leaving them and us to question the very nature of victory and the true cost of power."
Petualangan Anak Penangkap Hantu,"The adventures of a group of children who like to catch ghosts. They are Rafi, Zidan, and Chacha. Like real Ghost Hunters, they have gadgets that can help them complete capture missions."
Phantom Lights: UAPs of the Forest,"Join filmmaker Tyler Hall as he delves into the mystery of the orbs haunting Chestnut Ridge in Southwestern Pennsylvania. Through interviews with locals, experts, and researchers, Hall explores the eerie encounters and folklore surrounding these strange lights. His journey aims to uncover the truth behind the Chestnut Ridge mysterious Phantom Lights."
Pimpinero: Blood and Oil,"In the treacherous desert along the Colombia-Venezuela border, gasoline smugglers known as ""pimpineros"" risk their lives transporting illegal fuel across the harsh landscape."
Pirates & Slaves,Drama documentary based on the latest discovery of a 16th Century sailing shipwreck found close to Malta by an underwater research team led by maritime archaeologist Timmy Gambin.
Piraty galaktiki Barrakuda,"A space pirate from the distant Barracuda galaxy, possessing amazing superpowers, comes to Earth. To escape the punishment of harsh cosmic law, the alien takes on the guise of a quiet schoolboy, Mitya, and begins searching for a repeater left on Earth in time immemorial to send a distress signal to his team. He accidentally saves the girl Kristina, who is being bullied by her classmates, and finds himself in the same company with the young hooligan and bully Kolya. Now their common task is not only to escape from their alien snake-people pursuers, but also to defuse a bomb that could destroy the entire solar system. But in order to save the Earth, you first have to understand that only friendship and self-sacrifice can resolve problems on a galactic scale."
Piri Reis: The Incredible Chart,"In 1929, Diessmann, a German scholar, discovers an ancient map of a Kurdish Admiral, struggling to find out the map's secrets, and expose one of the biggest lies in history. The chart leads him to so many troubles during his Journey."
Planetquake,"A tectonic shift deep below the Mariana Trench causes a series of ever escalating earthquakes. If a team of leading seismologists fails to stop the disaster, the events will break apart the Earth, resulting in billions of casualties."
Please Don't Feed the Children,"A gang of orphans travels to the south in quest of a new life after a viral outbreak decimates the adult population of the nation, only to find themselves at the mercy of a psychotic woman who is hiding a perilous secret."
Poklad,"Julie travels to Indonesia to find her estranged father, who asks for money. She joins him and others on a quest for a long-lost treasure. Through determination, Julie reconnects with her father and discovers the legendary treasure."
Powder Pup,"Shaun a Southern California surfer, his dad's plan to move to mountains of Montana crushes him until he meets a dog who can snowboard. With the help of his canine friend, he is set to make a run for the annual snowboarding championship."
"Poymay sobaku, esli smozhesh","Ten-year-old Lusha's father, failed writer Boris Kolechkin, works as a sales consultant for Lusha's mother Alina. She once preferred him to Sergey Amiantov, on whom the fate of her business now depends. Alina, Lusha and Boris, at Amiantov's invitation, go to his New Year's carnival. There a duel begins between the men. Lusha helps her father as best she can. The Kolechkins are unaware that the stolen ring of the ancient Egyptian queen Nefertiti was hidden in the half-eaten hot dog that the stray dog Karuzo gave to their dog Kristi. The thieves of a priceless ring are organizing a hunt for Kristi in the absence of the owners of the Kolechkins' house. They are confronted by Karuzo, who is in love with Kristi, and who is sheltered by the family."
Pra Sempre,N/A
Project Block,"As prisoners get thrown into a super-prison as test subjects, a tragedy happens when a rapper gets shot up at a party. Forcing the rest of the prisoners to split up, which leads to a side between 2 wars lead by 2 misguided people."
Príncipe Lu e a Lenda do Dragão,A new adventure of Luccas Neto in medieval times.
Psycho Rhythm,N/A
Pueblo En Llamas,N/A
Pui Pui Molcar the Movie: Molmax,N/A
Purgatorio,"Depressed young man, Luan, seeks to end his life deep in a mysterious forest. There, he shall encounter a range of ominous characters with whom he shall interact and these interactions will help him decide whether or not to do the deed. Love and fear will tear his soul apart as he climbs towards a cliff."
QAnon Avenue,Jeffrey finds himself on the ultimate adventure to find the truth navigating the bizarre QAnon Ave. Each encounter with the audacious residents sends him down a path of questioning as he tries to verify the authenticity of their beliefs.
Qianhe xiansheng,N/A
Rally Caps,A young baseball player has his dreams of pitching for a Little League travel team derailed by a devastating injury on the field.
Rapunzel and the League of Princesses,"Our story begins with us meeting the beautiful and elegant Glimmer, our panto fairy and friend. She tells us the tale of a King and Queen who were so desperate to have a child that they went to an evil witch named Gothel, and made a deal that would see them blessed with twins. However, they would have to hand over their first born. Their daughter Rapunzel has been taken away as baby by the evil witch Gothel. Now on the occasion of the twins' birthday, her brother Lance vows to go into the Deep Dark Woods to track down his missing sister. Aided by his best friend Sam they set off on the adventure of a lifetime. We soon realize that these woods are in fact littered with Princesses as we meet Snow White, a tough talking, no messing girl who has had enough of people trying to kill her, and is standing up for herself and Cinderella (who is not so tough and needs a little more support with her survival techniques). Sit back relax and enjoy a never before seen Panto as Rapunzel, Snow White and Cinderella swing to rescue in Rapunzel and the League of Princesses."
Rebel Moon - Part Two: The Scargiver,"Kora and surviving warriors prepare to defend Veldt, their new home, alongside its people against the Realm. The warriors face their pasts, revealing their motivations before the Realm's forces arrive to crush the growing rebellion."
Rebellious,"In this modern twist on a classic fairy tale, a headstrong princess is stolen by an evil sorcerer, and her scholarly fiancé must use his wits in an epic quest to find her while she boldly challenges her captors and plots a daring escape."
Red One,"After Santa Claus is kidnapped, the North Pole's Head of Security must team up with a notorious hacker in a globe-trotting, action-packed mission to save Christmas."
Return,"After twists and turns, the Young oryx Hardy returned to his home to protect his family and the peace of the desert."
Return to Wickensburg,"Mr. Hexenmeister has escaped from prison, and once again threatens Wickensburg. It's a race against time to find an ancient orb, capable of destroying the entire town, before it falls into the wrong hands."
River of Blood,Four kayakers take the wrong river into a jungle inhabited by a tribe of merciless cannibals.
Road Wars: Max Fury,"In a post-apocalyptic wasteland, two sisters leave their stronghold to save their wounded mother. Armed only with a muscle car and limited ammo, they race against ruthless raiders to secure lifesaving supplies from a distant outpost."
Road to Dreamland,"Touted as a modern-day ""Breakfast Club"" with an edge, five troubled, outcast, teenagers escape a private treatment facility and embark on a life-changing road trip - ultimately discovering they have more in common than they ever imagined."
Road to Paradise,"Two siblings, Hazel and Ivy Flynn, win coveted tickets to a supposed utopia known as Paradise. However, as the facade begins to crumble, the siblings and their new friends discover the shocking truth about Paradise."
Roadkill,Vengeance rides the open road when a young woman traveling alone encounters a renegade drifter and ends up in a fight for her life.
Robin and the Hoods,"For the tenacious 11-year-old Robin and her loyal band of friends 'The Hoods', the patch of overgrown scrubland at the end of their cul-de-sac is a magical kingdom."
Robo Puffin,"In a whimsical adventure, Otto Van Walrus creates a mischievous RoboPuffin to outshine the real puffins. Led by Johnny Puff, the feathered friends train to defend their home. Join the fun as they battle wits and show the power of teamwork."
Rocky Road to Berlin,"A feature-length film based on the story ""Me, a Pobeda and Berlin"" by the legendary Ukrainian musician Kuzma Scryabin."
Rocky and Bullwinkle,"After the grand opening of the Museum in Frostbite Falls, Bullwinkle and Rocky somehow ended up in the village that they have never been before."
SITV Presents: Tabsentia,"Greysnow and Mr. Triangle must work together when one morning, Tabsnow has been erased, and none of his friends can remember him except for them.. and they seem surprisingly chummy with Yellowsnow."
STEVE (A Minecraft Movie),"After Steve gets mysteriously taken away far far away from his village and friends, he must now find his new way in the world of Minecraft, while a mysterious entity follows him and haunts him."
Saint-Exupéry,"When Airmail's best pilot Henri Guillaumet disappears in the Andes, his best friend Antoine de Saint-Exupéry decides to set out in search of him against all odds."
"Salem, SOS-ed!","Two different families become victims of the same fraudster by buying the same house. While law enforcement searches for the fraudster, our heroes are forced to live together in one house."
Sam and Colby: The Legends of the Paranormal,"Paranormal investigators Sam and Colby have hunted ghosts at the world's most iconic haunted locations. Now they set out to investigate a mysterious desert ranch famous for ghosts, UFOs, and terrifying monsters lurking in the dark."
Samaya bolshaya luna,"Half-emer Denis seeks a savior for his world of emotionally-powerful, pain-immune beings who can't experience love."
Sasquatch Sunset,A year in the life of a unique family. It captures the daily life of the Sasquatch with a level of detail and rigor that is simply unforgettable.
Sathur: Part1,N/A
Satu - Year of the Rabbit,"When a bomb endangers the Pha Tang temple, 'Satu' an orphan child laborer decides to head north through the rich and feral landscape of Laos in search of his long lost mother with his new photojournalist friend 'Bo'."
Saving Bikini Bottom: The Sandy Cheeks Movie,"When Bikini Bottom is scooped from the ocean, scientific squirrel Sandy Cheeks and her pal SpongeBob SquarePants saddle up for Texas to save their town."
School of Magical Animals 3,"Children with magical animal companions at Winterstein School experience adventures spanning a forest and fashion show, encountering a snobbish cat and vegan crocodile while navigating friendship and first love."
Seeking the King,"A story about restoring laughter, happiness, and justice that we lost through the meeting of a young man and a giant robot at a time when even the tragedy of history had to be buried in our hearts."
Sehnsucht nach Firdaws,"Eyub, a Muslim ex-police officer, chases a diamond thief that costs him his job. He loses everything and is not allowed to see his beloved daughter anymore. He tries everything possible to find her. Eyub meets the young Ilyas, who helps him in his search. When they find a way to locate the daughter, this hope is taken away from them. A 103-minute film for the whole family. Exciting story with many Islamic themes and a beautiful message."
Selebryata,"The evil Zhirnov family, who own the camp ""Horns and Hooves"", decide to plot against their competitors and become monopolists. When their tricks fail, the family goes for broke, kidnapping the daughter of their competitors. Having learned about the disappearance of their friend, the celebrities begin a large-scale operation to save all the children from the camp ""Horns and Hooves""."
Sentinelese,"Sentinelese boy adrift, rescued by Burmese slave on Thai poaching vessel stranded near North Sentinel Island. Poachers trapped, Indian coast guard approaching as tribe threatens. Time running out to escape territorial waters."
Seven Seas Seven Hills,"Caught between family duty and romantic love, a young man faces an impossible choice."
Shadows of Betrayal: Chronicles of Ian Blair,"Stranded in the hills outside Cypher City, Ian Blair fights to clear his name after being wrongfully accused of his wife's murder. Pursued by mercenaries and evading authorities, he uncovers a web of betrayal and corruption."
Shanghai Story,A failed product copywriter with an alcohol dependency crosses paths with a mysterious stranger on a personal mission and together they embark on an unforgettable adventure across the neon-lit Shanghai.
Shrek 5: The Contract - A Fan Made Film,"In this film, when all 4 of Shrek's old nemesis come back from the dead and kill Fiona, he must find a way to bring Fiona back from the dead via magical contract, all with the help of Donkey, Puss, and some new faces."
Si Juki the Movie: Harta Pulau Monyet,"Juki again experienced a problem that most people often experience. In the midst of the family's difficult financial conditions, Si Juki finds a treasure map left by his ancestors."
"Silex and the City, le film","Explores the adventure of Dotcom family consisting hunting professor Blog, Geography teacher Spam and their rebellious children as they enter on a exciting time-travel spree into the future."
Six Nine Five (695),Based on Ram janambhumi Struggle. Historical drama concerning the birth of Rama
Sixty Minutes,"Desperate not to lose custody, a mixed martial arts fighter makes dangerous enemies when he ditches a matchup to race to his daughter's birthday party."
Skazochnyy patrul. Shou prodolzhayetsya,"Four sorceresses from the Fairytale Patrol - Varya, Snezhka, Alyonka and Masha - take on a new investigation: a magical artifact - an electric guitar - has been stolen from brutal gnome rockers. Their sworn enemies, the forest elves, immediately come under suspicion. The case turns into a very difficult quest for the heroines due to a powerful third force that threatens everyone. As a result, gnomes on motorcycles, tourists, elves, fauns and, of course, unicorns join in the search for criminals."
Sketch,"When a young girl's sketchbook falls into a strange pond, her drawings come to life-chaotic, real and on the loose. As the town descends into chaos, her family must reunite and stop the monsters they never meant to unleash."
Solo Leveling: ReAwakening,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate."
Something in the Water,A group of five friends must fight for their lives in open water after a dream wedding turns into a nightmare.
Son Though He Was: the Young Saint Francis of Assisi,N/A
Son of the Wolf,"After winning a thousand dollars in gold in a boxing match, Jack Mackenzie and his wolf-dog trek south on a journey in hunt of a suitable wife."
Son's Will,"A post-apocalyptic tale set in the west Balkans, after a nuclear war."
Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched, Team Sonic must seek out an unlikely alliance."
Soul Trekkers,"Synopsis: Soul Trekkers II, is the follow up to Soul Trekkers released in 2018. It fits in a stunning visual odyssey shot around the world (Costa Rica South Africa, Hawaii, Mexico, California, Puerto Rico, Australia, Argentina). From rain forests to coral reefs, we meet up with those trekkers who live life to the fullest as surfers, nature and ecology lovers, shapers, lifeguards, models, fashion designers and all of the people who meet together at the beach for a common goal--making it their life journey to travel, explore the wonders of the ocean and explore what is burning in their soul."
Space Ranger,A group of Space Rangers must protect the universe from extinction.
Spaceman,"Half a year into his solo mission on the edge of the solar system, an astronaut concerned with the state of his life back on Earth is helped by an ancient creature he discovers in the bowels of his ship."
Spellbound,"Ellian is a tenacious princess who must go on a daring quest to save her family and kingdom after a mysterious spell transforms her parents, the King and Queen of Lumbria, into monsters."
Spider-Man: Blue,"Peter faces loss and struggles, causing his hero duties to weigh heavy. Aunt May is ill, Gwen is gone, and school's tough. NYC teeters on destruction, but will Peter fight to save it, even alone, despite his fears?"
Spiders on a Plane,"A group of four friends takes on a plane full of deadly venomous spiders, accidentally released by a mad Russian scientist attacking all on-board the 747 flight from the UK to Colombia."
Spin War,"In Pune,There is a society named panache.In that,there is a boy named Ishaan who is a taekwondo's blue belt and also teaches his friends a series of special moves named 'SPINWAR'.To defeat a boy named Darshu."
Spirit Riser,Two sisters are thrown out of their isolation and onto opposite coasts of America by a terrifying cosmic entity. On their quest to reunite they discover their own supernatural abilities and meet many strange characters.
Spooky Society,"In the historic city of Savannah, Georgia a group of teens form a powerful bond while creating a ghost-hunting vlog for social media. The friends go on adventures to the city's most haunted sites, while uncovering the truth behind their supernatural legends."
StarGazer: The Need of the Many,A crew of space-travelers rescues a ship of refugees from certain death. However they're intercepted by a military space-cruiser and are put in front of an impossible choice.
Steal the Naughty List,"A group of Arctic characters embark on a perilous adventure across the frozen tundra, facing avalanches, blizzards, and wolves, to steal the naughty list from Saint Nicholas."
Stinky Summer,Join Olivia and friends plus a lovable skunk at Camp Clover as they outsmart international spies from stealing her dad's secret invention in a wild summer adventure.
Storm Crashers,"11-year-old Alfonso, heir of Don Quixote, and his 3 imaginary and musical rabbits join Pancho and Victoria, to save their beloved town of La Mancha from a huge storm."
Stranded Pearl,"An island paradise, big business, complex characters, love and betrayal set the scene for this romantic adventure film. Story follows a woman who learns that life is not what it seems and a man who has closed himself off from the world."
Stunts I,"A 14-year named Jay loved stunt cars and one day he wanted to try one out, and his brother Jackson also loved stunt cars. They took out a car one day, but things turned wrong"
Suchana,Suchana is a story of a young lady protagonist who is trying to navigate through the hard truths encountered at the juncture of adulthood. A Romantic Adventure film set against the vibrant backdrop of Sikkim.
Summer on a solitary beach,"A man remains trapped on a beach, left alone, he retraces the stages of his existence and wonders where freedom really lies, in his old black and white life or perhaps on that desolate colored beach."
Sunlight,"A hilariously dark and unconventional love story, following two people on the edge of life who find purpose and romance through an unlikely connection, escaping the darkness in search of some sunlight."
Superman: Jubilation,"This story focuses on the version of Superman that many forget, the story of Val-El the Earth 2 Superman. The film follows Val-El on his journey to find his purpose among a race that views him as an outsider."
Sur les Chemins du Temps,N/A
Surge of Power: Where There's Smoke,"Off the heels of ""Surge of Dawn"" delving further into the devious activities of The Council, Surge has his next team up with guest superhero, The Smoke. Audiences are already familiar with Surge, Omen, MAVIS, Will E. Bee and some members of The Council from previous ""Surge of Power"" movies, but who is Falling Apple and what is her role in The Council's evil scheme? Struggling from a lifetime of trauma, Falling Apple has discarded her civilian life as Chai Appuru for a gritty life full of anger and resentment as she seeks to exact revenge on those she believes killed her father when she was a child, putting the entire Chicago area in peril. Is Falling Apple's agenda aligned with The Council's goals? Watch as Omen guides Surge in recruiting more ""champions"" to form a superhero team to face The Council's threat."
Survive,A couple celebrates their son's birthday in the middle of the ocean on their boat. A violent storm hits and it brings up hungry creatures from the depths and they fight for their survival.
Suvorovets 1944,"After a year of studying at the Suvorov School, 13-year-old Vovka Kulikov returns to his native Siberian village. The boy learns that his father, the chairman of the collective farm, has gone to the front, and meanwhile problems are falling on the village: a gang of mysterious robbers is terrorizing local residents and endangering the timely harvest. Vovka decides to stand up for his family and friends and confronts the bandits."
TAÏ: 33 jours dans la dernière forêt d'Afrique de l'Ouest,N/A
Taklee Genesis x Worlds Collide,"Haunted by her father's disappearance 30 years ago, Stella, returns to her hometown to care for her ill mother. One night, her dad contacts her via an old radio. Stella must time-travel to bring him back by activating the Taklee Genesis."
Tales from the Table,"Imagine settling in for what you think is a normal day, only to have it spiral into the surreal and terrifying. In this horrific anthology, the ordinary becomes the stuff of nightmares."
Tanning Zone,Two best friends working at an LA tanning salon question their life choices as former classmates achieve traditional success. Their dead-end job might just be genius - or the path to nowhere.
Tapori Nayak,"Movie(End of the World) dubbed from Hollywood Movie : End of the World Starcast :Greg Grunberg, Neil Grayston, Caroline Cave and Others Director: Steven R. Monroe Banner: CineTel Films Hindi Dub Banner: Wide Angle Media Pvt. Ltd."
Target Jeremy,Special Agent David Turner is an elite CIA operative who utilizes his congenital insensitivity to pain in his hunt for a top Al-Qaeda leader and a U. S. Marine held hostage.
Tay 2: Ebabil Takimi,N/A
Tayna Chyornoy Ruki,"1954. The year since Joseph Stalin died. The whole country, and every Soviet person, is waiting for the unknown. A terrible, long, long, but one way or another, familiar era has ended. And no one knows what will happen next. And through this huge country, frozen in anticipation of an unclear future, a little boy, Mishka Chereyskiy, rides."
Teenz,"Teenz, a Thrilling Adventure, directed by the genre-breaking film maker and national award winner, Radhakrishnan Parthiban, is a compelling film centered around a spirited group of thirteen teenagers."
Thangalaan,"Based on the true events that revolve around the lives of mine workers in the Kolar Gold Fields, Karnataka."
